"d_klassen_id";"d_klasse";"d_name";"d_code";"d_text_beschr";"d_text_bem";"d_text_lit";"tg"
12335;"B1127612";"Gefaess>Hochform>abgesetzter Hals>eingecknickt>Spitzboden>engmundig>mittlerer Umbruch";"B1127612";"mittlerer Umbruch";"B112761";"None";"None"
12336;"B1127613";"Gefaess>Hochform>abgesetzter Hals>eingecknickt>Spitzboden>engmundig>niedriger Umbruch";"B1127613";"niedriger Umbruch";"B112761";"None";"None"
12337;"B112762";"Gefaess>Hochform>abgesetzter Hals>eingecknickt>Spitzboden>normalmundig";"B112762";"normalmundig";"B11276";"None";"None"
12259;"B1126611";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>engmundig>hoher Umbruch";"B1126611";"hoher Umbruch";"B112661";"None";"None"
12260;"B1126612";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>engmundig>mittlerer Umbruch";"B1126612";"mittlerer Umbruch";"B112661";"None";"None"
12261;"B1126613";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>engmundig>niedriger Umbruch";"B1126613";"niedriger Umbruch";"B112661";"None";"None"
12262;"B112662";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>normalmundig";"B112662";"normalmundig";"B11266";"None";"None"
12263;"B1126621";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>normalmundig>hoher Umbruch";"B1126621";"hoher Umbruch";"B112662";"None";"None"
12264;"B1126622";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>normalmundig>mittlerer Umbruch";"B1126622";"mittlerer Umbruch";"B112662";"None";"None"
12265;"B1126623";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>normalmundig>niedriger Umbruch";"B1126623";"niedriger Umbruch";"B112662";"None";"None"
12266;"B112663";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>weitmundig";"B112663";"weitmundig";"B11266";"None";"None"
20617;"B1269321";"Gefaess>Breitform>Metallgef.>Sonstige>Omphalos>normalmundig>hoher Umbruch";"B1269321";"hoher Umbruch";"B126932";"None";"None"
12269;"B1126633";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>weitmundig>niedriger Umbruch";"B1126633";"niedriger Umbruch";"B112663";"None";"None"
12258;"B112661";"Gefaess>Hochform>abgesetzter Hals>eingewoelbt>Spitzboden>engmundig";"B112661";"engmundig";"B11266";"None";"None"
12175;"B1125611";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>engmundig>hoher Umbruch";"B1125611";"hoher Umbruch";"B112561";"None";"None"
12179;"B1125621";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>normalmundig>hoher Umbruch";"B1125621";"hoher Umbruch";"B112562";"None";"None"
12180;"B1125622";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>normalmundig>mittlerer Umbruch";"B1125622";"mittlerer Umbruch";"B112562";"None";"None"
12181;"B1125623";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>normalmundig>niedriger Umbruch";"B1125623";"niedriger Umbruch";"B112562";"None";"None"
12183;"B1125631";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>weitmundig>hoher Umbruch";"B1125631";"hoher Umbruch";"B112563";"None";"None"
12184;"B1125632";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>weitmundig>mittlerer Umbruch";"B1125632";"mittlerer Umbruch";"B112563";"None";"None"
12185;"B1125633";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>weitmundig>niedriger Umbruch";"B1125633";"niedriger Umbruch";"B112563";"None";"None"
12174;"B112561";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>engmundig";"B112561";"engmundig";"B11256";"None";"None"
12176;"B1125612";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>engmundig>mittlerer Umbruch";"B1125612";"mittlerer Umbruch";"B112561";"None";"None"
12177;"B1125613";"Gefaess>Hochform>abgesetzter Hals>gerade>Spitzboden>engmundig>niedriger Umbruch";"B1125613";"niedriger Umbruch";"B112561";"None";"None"
12006;"B112361";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>engmundig";"B112361";"engmundig";"B11236";"None";"None"
12007;"B1123611";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>engmundig>hoher Umbruch";"B1123611";"hoher Umbruch";"B112361";"None";"None"
12008;"B1123612";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>engmundig>mittlerer Umbruch";"B1123612";"mittlerer Umbruch";"B112361";"None";"None"
12009;"B1123613";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>engmundig>niedriger Umbruch";"B1123613";"niedriger Umbruch";"B112361";"None";"None"
12010;"B112362";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>normalmundig";"B112362";"normalmundig";"B11236";"None";"None"
12011;"B1123621";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>normalmundig>hoher Umbruch";"B1123621";"hoher Umbruch";"B112362";"None";"None"
12012;"B1123622";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>normalmundig>mittlerer Umbruch";"B1123622";"mittlerer Umbruch";"B112362";"None";"None"
12013;"B1123623";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>normalmundig>niedriger Umbruch";"B1123623";"niedriger Umbruch";"B112362";"None";"None"
12014;"B112363";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>weitmundig";"B112363";"weitmundig";"B11236";"None";"None"
12015;"B1123631";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>weitmundig>hoher Umbruch";"B1123631";"hoher Umbruch";"B112363";"None";"None"
12016;"B1123632";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>weitmundig>mittlerer Umbruch";"B1123632";"mittlerer Umbruch";"B112363";"None";"None"
12017;"B1123633";"Gefaess>Hochform>abgesetzter Hals>ausgeschwungen>Spitzboden>weitmundig>niedriger Umbruch";"B1123633";"niedriger Umbruch";"B112363";"None";"None"
11839;"B1121611";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>engmundig>hoher Umbruch";"B1121611";"hoher Umbruch";"B112161";"None";"None"
11842;"B112162";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>normalmundig";"B112162";"normalmundig";"B11216";"None";"None"
11843;"B1121621";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>normalmundig>hoher Umbruch";"B1121621";"hoher Umbruch";"B112162";"None";"None"
11844;"B1121622";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>normalmundig>mittlerer Umbruch";"B1121622";"mittlerer Umbruch";"B112162";"None";"None"
11845;"B1121623";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>normalmundig>niedriger Umbruch";"B1121623";"niedriger Umbruch";"B112162";"None";"None"
11846;"B112163";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>weitmundig";"B112163";"weitmundig";"B11216";"None";"None"
11847;"B1121631";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>weitmundig>hoher Umbruch";"B1121631";"hoher Umbruch";"B112163";"None";"None"
11848;"B1121632";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>weitmundig>mittlerer Umbruch";"B1121632";"mittlerer Umbruch";"B112163";"None";"None"
11849;"B1121633";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>weitmundig>niedriger Umbruch";"B1121633";"niedriger Umbruch";"B112163";"None";"None"
11838;"B112161";"Gefaess>Hochform>abgesetzter Hals>Zylinderhals>Spitzboden>engmundig";"B112161";"engmundig";"B11216";"None";"None"
21156;"B129662";"Gefaess>Breitform>Sonstige>eingewoelbt>Spitzboden>normalmundig";"B129662";"normalmundig";"B12966";"None";"None"
21408;"B129962";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>normalmundig";"B129962";"normalmundig";"B12996";"None";"None"
21409;"B1299621";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>normalmundig>hoher Umbruch";"B1299621";"hoher Umbruch";"B129962";"None";"None"
21410;"B1299622";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>normalmundig>mittlerer Umbruch";"B1299622";"mittlerer Umbruch";"B129962";"None";"None"
21411;"B1299623";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>normalmundig>niedriger Umbruch";"B1299623";"niedriger Umbruch";"B129962";"None";"None"
21412;"B129963";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>weitmundig";"B129963";"weitmundig";"B12996";"None";"None"
21413;"B1299631";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>weitmundig>hoher Umbruch";"B1299631";"hoher Umbruch";"B129963";"None";"None"
21414;"B1299632";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>weitmundig>mittlerer Umbruch";"B1299632";"mittlerer Umbruch";"B129963";"None";"None"
17881;"B1233622";"Gefaess>Breitform>gerade>ausgeschwungen>Spitzboden>normalmundig>mittlerer Umbruch";"B1233622";"mittlerer Umbruch";"B123362";"None";"None"
18216;"B1237621";"Gefaess>Breitform>gerade>eingecknickt>Spitzboden>normalmundig>hoher Umbruch";"B1237621";"hoher Umbruch";"B123762";"None";"None"
19562;"B1255622";"Gefaess>Breitform>Bauchknick>gerade>Spitzboden>normalmundig>mittlerer Umbruch";"B1255622";"mittlerer Umbruch";"B125562";"None";"None"
16127;"B1198632";"Gefaess>Hochform>Sonstige>Blech u. Achse>Spitzboden>weitmundig>mittlerer Umbruch";"B1198632";"mittlerer Umbruch";"B119863";"None";"None"
15621;"B119263";"Gefaess>Hochform>Sonstige>Schraegrand>Spitzboden>weitmundig";"B119263";"weitmundig";"B11926";"None";"None"
15953;"B119662";"Gefaess>Hochform>Sonstige>eingewoelbt>Spitzboden>normalmundig";"B119662";"normalmundig";"B11966";"None";"None"
12513;"B113161";"Gefaess>Hochform>gerade>Zylinderhals>Spitzboden>engmundig";"B113161";"engmundig";"B11316";"None";"None"
12925;"B1136611";"Gefaess>Hochform>gerade>eingewoelbt>Spitzboden>engmundig>hoher Umbruch";"B1136611";"hoher Umbruch";"B113661";"None";"None"
13437;"B114363";"Gefaess>Hochform>Knickwand>ausgeschwungen>Spitzboden>weitmundig";"B114363";"weitmundig";"B11436";"None";"None"
13177;"B113961";"Gefaess>Hochform>gerade>Sonstige>Spitzboden>engmundig";"B113961";"engmundig";"B11396";"None";"None"
14941;"B116361";"Gefaess>Hochform>Metallgef.>ausgeschwungen>Spitzboden>engmundig";"B116361";"engmundig";"B11636";"None";"None"
21406;"B1299612";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>engmundig>mittlerer Umbruch";"B1299612";"mittlerer Umbruch";"B129961";"None";"None"
21407;"B1299613";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>engmundig>niedriger Umbruch";"B1299613";"niedriger Umbruch";"B129961";"None";"None"
21415;"B1299633";"Gefaess>Breitform>Sonstige>Sonstige>Spitzboden>weitmundig>niedriger Umbruch";"B1299633";"niedriger Umbruch";"B129963";"None";"None"
16597;"B121541";"Gefaess>Breitform>rundlich>gerade>flachbodig>engmundig";"B121541";"engmundig";"B12154";"None";"None"
18828;"B124612";"Gefaess>Breitform>Knickwand>eingewoelbt>Fuss>normalmundig";"B124612";"normalmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
19092;"B124922";"Gefaess>Breitform>Knickwand>Sonstige>Standring>normalmundig";"B124922";"normalmundig";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
19133;"B1249531";"Gefaess>Breitform>Knickwand>Sonstige>Rundboden>weitmundig>hoher Umbruch";"B1249531";"hoher Umbruch";"Datierung in Ha C prüfen: gibt es Ausnahmen?";"None";"None"
21026;"B1295222";"Gefaess>Breitform>Sonstige>gerade>Standring>normalmundig>mittlerer Umbruch";"B1295222";"mittlerer Umbruch";"B129522";"None";"None"
21027;"B1295223";"Gefaess>Breitform>Sonstige>gerade>Standring>normalmundig>niedriger Umbruch";"B1295223";"niedriger Umbruch";"B129522";"None";"None"
21028;"B129523";"Gefaess>Breitform>Sonstige>gerade>Standring>weitmundig";"B129523";"weitmundig";"B12952";"None";"None"
21029;"B1295231";"Gefaess>Breitform>Sonstige>gerade>Standring>weitmundig>hoher Umbruch";"B1295231";"hoher Umbruch";"B129523";"None";"None"
21030;"B1295232";"Gefaess>Breitform>Sonstige>gerade>Standring>weitmundig>mittlerer Umbruch";"B1295232";"mittlerer Umbruch";"B129523";"None";"None"
21031;"B1295233";"Gefaess>Breitform>Sonstige>gerade>Standring>weitmundig>niedriger Umbruch";"B1295233";"niedriger Umbruch";"B129523";"None";"None"
21033;"B1295311";"Gefaess>Breitform>Sonstige>gerade>Omphalos>engmundig>hoher Umbruch";"B1295311";"hoher Umbruch";"B129531";"None";"None"
21034;"B1295312";"Gefaess>Breitform>Sonstige>gerade>Omphalos>engmundig>mittlerer Umbruch";"B1295312";"mittlerer Umbruch";"B129531";"None";"None"
20996;"B129491";"Gefaess>Breitform>Sonstige>steil>Sonstiger Boden>engmundig";"B129491";"engmundig";"B12949";"None";"None"
20912;"B129391";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>engmundig";"B129391";"engmundig";"B12939";"None";"None"
20913;"B1293911";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>engmundig>hoher Umbruch";"B1293911";"hoher Umbruch";"B129391";"None";"None"
20914;"B1293912";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>engmundig>mittlerer Umbruch";"B1293912";"mittlerer Umbruch";"B129391";"None";"None"
20915;"B1293913";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>engmundig>niedriger Umbruch";"B1293913";"niedriger Umbruch";"B129391";"None";"None"
20916;"B129392";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>normalmundig";"B129392";"normalmundig";"B12939";"None";"None"
20917;"B1293921";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>normalmundig>hoher Umbruch";"B1293921";"hoher Umbruch";"B129392";"None";"None"
20918;"B1293922";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>normalmundig>mittlerer Umbruch";"B1293922";"mittlerer Umbruch";"B129392";"None";"None"
20919;"B1293923";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>normalmundig>niedriger Umbruch";"B1293923";"niedriger Umbruch";"B129392";"None";"None"
20922;"B1293932";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>weitmundig>mittlerer Umbruch";"B1293932";"mittlerer Umbruch";"B129393";"None";"None"
20923;"B1293933";"Gefaess>Breitform>Sonstige>ausgeschwungen>Sonstiger Boden>weitmundig>niedriger Umbruch";"B1293933";"niedriger Umbruch";"B129393";"None";"None"
20871;"B1293323";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>normalmundig>niedriger Umbruch";"B1293323";"niedriger Umbruch";"B129332";"None";"None"
20874;"B1293332";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>weitmundig>mittlerer Umbruch";"B1293332";"mittlerer Umbruch";"B129333";"None";"None"
20875;"B1293333";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>weitmundig>niedriger Umbruch";"B1293333";"niedriger Umbruch";"B129333";"None";"None"
20876;"B129341";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>engmundig";"B129341";"engmundig";"B12934";"None";"None"
20877;"B1293411";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>engmundig>hoher Umbruch";"B1293411";"hoher Umbruch";"B129341";"None";"None"
20878;"B1293412";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>engmundig>mittlerer Umbruch";"B1293412";"mittlerer Umbruch";"B129341";"None";"None"
20879;"B1293413";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>engmundig>niedriger Umbruch";"B1293413";"niedriger Umbruch";"B129341";"None";"None"
20880;"B129342";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>normalmundig";"B129342";"normalmundig";"B12934";"None";"None"
20881;"B1293421";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>normalmundig>hoher Umbruch";"B1293421";"hoher Umbruch";"B129342";"None";"None"
20882;"B1293422";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>normalmundig>mittlerer Umbruch";"B1293422";"mittlerer Umbruch";"B129342";"None";"None"
20883;"B1293423";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>normalmundig>niedriger Umbruch";"B1293423";"niedriger Umbruch";"B129342";"None";"None"
20885;"B1293431";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>weitmundig>hoher Umbruch";"B1293431";"hoher Umbruch";"B129343";"None";"None"
20886;"B1293432";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>weitmundig>mittlerer Umbruch";"B1293432";"mittlerer Umbruch";"B129343";"None";"None"
20887;"B1293433";"Gefaess>Breitform>Sonstige>ausgeschwungen>flachbodig>weitmundig>niedriger Umbruch";"B1293433";"niedriger Umbruch";"B129343";"None";"None"
20845;"B1293121";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>normalmundig>hoher Umbruch";"B1293121";"hoher Umbruch";"B129312";"None";"None"
20846;"B1293122";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>normalmundig>mittlerer Umbruch";"B1293122";"mittlerer Umbruch";"B129312";"None";"None"
20847;"B1293123";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>normalmundig>niedriger Umbruch";"B1293123";"niedriger Umbruch";"B129312";"None";"None"
20848;"B129313";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>weitmundig";"B129313";"weitmundig";"B12931";"None";"None"
20849;"B1293131";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>weitmundig>hoher Umbruch";"B1293131";"hoher Umbruch";"B129313";"None";"None"
20850;"B1293132";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>weitmundig>mittlerer Umbruch";"B1293132";"mittlerer Umbruch";"B129313";"None";"None"
20851;"B1293133";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>weitmundig>niedriger Umbruch";"B1293133";"niedriger Umbruch";"B129313";"None";"None"
20853;"B1293211";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>engmundig>hoher Umbruch";"B1293211";"hoher Umbruch";"B129321";"None";"None"
20854;"B1293212";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>engmundig>mittlerer Umbruch";"B1293212";"mittlerer Umbruch";"B129321";"None";"None"
20857;"B1293221";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>normalmundig>hoher Umbruch";"B1293221";"hoher Umbruch";"B129322";"None";"None"
20858;"B1293222";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>normalmundig>mittlerer Umbruch";"B1293222";"mittlerer Umbruch";"B129322";"None";"None"
20859;"B1293223";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>normalmundig>niedriger Umbruch";"B1293223";"niedriger Umbruch";"B129322";"None";"None"
20860;"B129323";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>weitmundig";"B129323";"weitmundig";"B12932";"None";"None"
20861;"B1293231";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>weitmundig>hoher Umbruch";"B1293231";"hoher Umbruch";"B129323";"None";"None"
20862;"B1293232";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>weitmundig>mittlerer Umbruch";"B1293232";"mittlerer Umbruch";"B129323";"None";"None"
20863;"B1293233";"Gefaess>Breitform>Sonstige>ausgeschwungen>Standring>weitmundig>niedriger Umbruch";"B1293233";"niedriger Umbruch";"B129323";"None";"None"
20864;"B129331";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>engmundig";"B129331";"engmundig";"B12933";"None";"None"
20865;"B1293311";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>engmundig>hoher Umbruch";"B1293311";"hoher Umbruch";"B129331";"None";"None"
20866;"B1293312";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>engmundig>mittlerer Umbruch";"B1293312";"mittlerer Umbruch";"B129331";"None";"None"
20867;"B1293313";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>engmundig>niedriger Umbruch";"B1293313";"niedriger Umbruch";"B129331";"None";"None"
20868;"B129332";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>normalmundig";"B129332";"normalmundig";"B12933";"None";"None"
20869;"B1293321";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>normalmundig>hoher Umbruch";"B1293321";"hoher Umbruch";"B129332";"None";"None"
20870;"B1293322";"Gefaess>Breitform>Sonstige>ausgeschwungen>Omphalos>normalmundig>mittlerer Umbruch";"B1293322";"mittlerer Umbruch";"B129332";"None";"None"
20840;"B129311";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>engmundig";"B129311";"engmundig";"B12931";"None";"None"
20841;"B1293111";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>engmundig>hoher Umbruch";"B1293111";"hoher Umbruch";"B129311";"None";"None"
20842;"B1293112";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>engmundig>mittlerer Umbruch";"B1293112";"mittlerer Umbruch";"B129311";"None";"None"
20843;"B1293113";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>engmundig>niedriger Umbruch";"B1293113";"niedriger Umbruch";"B129311";"None";"None"
20844;"B129312";"Gefaess>Breitform>Sonstige>ausgeschwungen>Fuss>normalmundig";"B129312";"normalmundig";"B12931";"None";"None"
20744;"B129191";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>engmundig";"B129191";"engmundig";"B12919";"None";"None"
20745;"B1291911";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>engmundig>hoher Umbruch";"B1291911";"hoher Umbruch";"B129191";"None";"None"
20746;"B1291912";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>engmundig>mittlerer Umbruch";"B1291912";"mittlerer Umbruch";"B129191";"None";"None"
20747;"B1291913";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>engmundig>niedriger Umbruch";"B1291913";"niedriger Umbruch";"B129191";"None";"None"
20748;"B129192";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>normalmundig";"B129192";"normalmundig";"B12919";"None";"None"
20749;"B1291921";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>normalmundig>hoher Umbruch";"B1291921";"hoher Umbruch";"B129192";"None";"None"
20750;"B1291922";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>normalmundig>mittlerer Umbruch";"B1291922";"mittlerer Umbruch";"B129192";"None";"None"
20754;"B1291932";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>weitmundig>mittlerer Umbruch";"B1291932";"mittlerer Umbruch";"B129193";"None";"None"
20755;"B1291933";"Gefaess>Breitform>Sonstige>Zylinderhals>Sonstiger Boden>weitmundig>niedriger Umbruch";"B1291933";"niedriger Umbruch";"B129193";"None";"None"
20710;"B1291412";"Gefaess>Breitform>Sonstige>Zylinderhals>flachbodig>engmundig>mittlerer Umbruch";"B1291412";"mittlerer Umbruch";"B129141";"None";"None"
20711;"B1291413";"Gefaess>Breitform>Sonstige>Zylinderhals>flachbodig>engmundig>niedriger Umbruch";"B1291413";"niedriger Umbruch";"B129141";"None";"None"
20712;"B129142";"Gefaess>Breitform>Sonstige>Zylinderhals>flachbodig>normalmundig";"B129142";"normalmundig";"B12914";"None";"None"
20713;"B1291421";"Gefaess>Breitform>Sonstige>Zylinderhals>flachbodig>normalmundig>hoher Umbruch";"B1291421";"hoher Umbruch";"B129142";"None";"None"
